country,county,unit_name,unit_uid,unit_code,unit _type
Kenya,Kilifi County,Kilifi North Sub County,MEkEH8ZmcOU,KE_SubCounty_3047,Subcounty
Kenya,Kilifi County,Kilifi South Sub County,xWAZBULwGxp,KE_SubCounty_3046,Subcounty
Kenya,Mandera County,Kiliwehiri Sub County,iGkXVHBAqXX,KE_SubCounty_3273,Subcounty
Kenya,Makueni County,Kilome Sub County,XAy1bjurhLU,KE_SubCounty_3083,Subcounty
Kenya,Bungoma County,Kimilili Sub County,AphsS3lJwKU,KE_SubCounty_2965,Subcounty
Kenya,Trans Nzoia County,Kiminini Sub County,pzZHpL2ueIn,KE_SubCounty_3216,Subcounty
Kenya,Kwale County,Kinango Sub County,LOgbecTRkbp,KE_SubCounty_3077,Subcounty
Kenya,Nyandarua County,Kinangop Sub County,RAnL5kBKMIt,KE_SubCounty_3188,Subcounty
Kenya,Nyandarua County,Kipipiri Sub County,KlVgeHmvG6n,KE_SubCounty_3187,Subcounty
Kenya,Kericho County,Kipkelion East Sub County,gU0Cz7Qlfss,KE_SubCounty_3028,Subcounty
Kenya,Kericho County,Kipkelion West Sub County,Taw0Zg7nArd,KE_SubCounty_3027,Subcounty
Kenya,West Pokot County,Kipkomo Sub County,LpwqSz9xMIj,KE_SubCounty_3263,Subcounty
Kenya,Kirinyaga County,Kirinyaga Central Sub County,JKNaaTjVapG,KE_SubCounty_3048,Subcounty
Kenya,Kirinyaga County,Kirinyaga East Sub County,yOaHQLOLd1H,KE_SubCounty_3050,Subcounty
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,f6EOn3xI9YH,KE_SubCounty_3052,Subcounty
Kenya,Kirinyaga County,Kirinyaga South Sub County,jHmpQUlnkQk,KE_SubCounty_3051,Subcounty
Kenya,Kirinyaga County,Kirinyaga West Sub County,A34NiI4rgnf,KE_SubCounty_3049,Subcounty
Kenya,Mombasa County,Kisauni Sub County,C1hO6wNOgrH,KE_SubCounty_3130,Subcounty
Kenya,Kisumu County,Kisumu Central Sub County,OpLt8IgyHop,KE_SubCounty_3066,Subcounty
Kenya,Kisumu County,Kisumu East Sub County,PRpKwAloU5b,KE_SubCounty_3068,Subcounty
Kenya,Kisumu County,Kisumu West Sub County,YzEDO9Mq4TR,KE_SubCounty_3067,Subcounty
Kenya,Kitui County,Kitui Central Sub County,MWqQbxWqACn,KE_SubCounty_3071,Subcounty
Kenya,Kitui County,Kitui East Sub County,d0Gu8FrRM0Y,KE_SubCounty_3070,Subcounty
Kenya,Kitui County,Kitui Rural Sub County,vbauk0RRq9N,KE_SubCounty_3072,Subcounty
Kenya,Kitui County,Kitui South Sub County,d3hSQ3EtnPk,KE_SubCounty_3069,Subcounty
Kenya,Kitui County,Kitui West Sub County,cmWAJB5kCDW,KE_SubCounty_3073,Subcounty
Kenya,Kisii County,Kitutu Chache North Sub County,cQkF9l9wePP,KE_SubCounty_3054,Subcounty
Kenya,Kisii County,Kitutu Chache South Sub County,gPR82w2xgJZ,KE_SubCounty_3053,Subcounty
Kenya,Baringo County,Koibatek Sub County,Yl9UDBnDvvW,KE_SubCounty_2953,Subcounty
Kenya,Bomet County,Konoin Sub County,PLFoYJO8MVS,KE_SubCounty_2959,Subcounty
Kenya,Nakuru County,Kuresoi North Sub County,QBwORnYdu0e,KE_SubCounty_3161,Subcounty
Kenya,Nakuru County,Kuresoi South Sub County,QwGkDS0DNls,KE_SubCounty_3162,Subcounty
Kenya,Migori County,Kuria East Sub County,THm2tCJa2ZQ,KE_SubCounty_3119,Subcounty
Kenya,Migori County,Kuria West Sub County,jtBjNpL9FXS,KE_SubCounty_3120,Subcounty
Kenya,Mandera County,Kutulo Sub County,iGFdm333PJ2,KE_SubCounty_3258,Subcounty
Kenya,Trans Nzoia County,Kwanza Sub County,ABy8CNqf2e7,KE_SubCounty_3219,Subcounty
Kenya,Mandera County,Lafey Sub County,nsfbHBS9tMT,KE_SubCounty_3100,Subcounty
Kenya,Garissa County,Lagdera Sub County,J69iWev2zwu,KE_SubCounty_2992,Subcounty
Kenya,Laikipia County,Laikipia East Sub County,pF6qPMIlHte,KE_SubCounty_3086,Subcounty
Kenya,Laikipia County,Laikipia North Sub County,RJyUfi5BQUm,KE_SubCounty_3085,Subcounty
Kenya,Laikipia County,Laikipia West Sub County,pXbWrnFPpKb,KE_SubCounty_3087,Subcounty
Kenya,Marsabit County,Laisamis Sub County,eZpy65ooW0m,KE_SubCounty_3106,Subcounty
Kenya,Lamu County,Lamu Central Sub County,nfJoTgKpwCg,KE_SubCounty_3262,Subcounty
Kenya,Lamu County,Lamu East Sub County,cwnqFyTJIgX,KE_SubCounty_3090,Subcounty
Kenya,Lamu County,Lamu West Sub County,Lfxw0DfD4jN,KE_SubCounty_3089,Subcounty
Kenya,Nairobi County,Langata Sub County,aTGYlhEw2Xx,KE_SubCounty_3152,Subcounty
Kenya,Kiambu County,Lari Sub County,nCziQtZ49jj,KE_SubCounty_3029,Subcounty
Kenya,Mombasa County,Likoni Sub County,iy93Mmi73Or,KE_SubCounty_3128,Subcounty
Kenya,Kakamega County,Likuyani Sub County,wMv0s3U2nnG,KE_SubCounty_3021,Subcounty
Kenya,Kiambu County,Limuru Sub County,xhVi71INcFs,KE_SubCounty_3030,Subcounty
Kenya,Turkana County,Loima Sub County,OZiGQn2R8kK,KE_SubCounty_3222,Subcounty
Kenya,Kajiado County,Loitokitok Sub County,eyADpAXM834,KE_SubCounty_3006,Subcounty
Kenya,Turkana County,Lokichoggio Sub County,tKOna0n1Nmk,,Subcounty
Kenya,Turkana County,Lokiriama Sub County,UGFoTN6rMVy,,Subcounty
Kenya,Vihiga County,Luanda Sub County,lkYdgjRSOoE,KE_SubCounty_3234,Subcounty
Kenya,Kakamega County,Lugari Sub County,ZOdhgR19Akq,KE_SubCounty_3022,Subcounty
Kenya,Kwale County,Lunga Lunga Sub County,TdcYaufNV4p,KE_SubCounty_3079,Subcounty
Kenya,Kakamega County,Lurambi Sub County,Y3NjAhiBaZT,KE_SubCounty_3019,Subcounty
Kenya,Machakos County,Machakos Sub County,KXc4ez8OAFz,KE_SubCounty_3092,Subcounty
Kenya,Kilifi County,Magarini Sub County,KMWrMZrlO5u,KE_SubCounty_3041,Subcounty
Kenya,Nairobi County,Makadara Sub County,wwROy3Qkwin,KE_SubCounty_3142,Subcounty
Kenya,Makueni County,Makueni Sub County,AIGIQpolMRn,KE_SubCounty_3082,Subcounty
Kenya,Kakamega County,Malava Sub County,ES1CWa4AJmJ,KE_SubCounty_3020,Subcounty
Kenya,Kilifi County,Malindi Sub County,lGg3wEy784X,KE_SubCounty_3042,Subcounty
Kenya,Mandera County,Mandera East Sub County,fGr9rRvaovO,KE_SubCounty_3101,Subcounty
